percentile,Ts_ly49c,n_cells,pct_cells_retained,n_clonotypes_baseline_ge5,n_clonotypes_filtered_ge5,n_common_clonotypes_ge5,median_cosine_dist,median_l1_dist,mean_entropy_change,mean_coherence_change
1.0,21.0,2518,100.0,105,105,105,0.0,0.0,0.0,0.0
0.99,4.0,2499,99.24543288324067,105,103,103,0.0,0.0,-0.0019124113475799628,0.00015507438958510842
0.98,3.0,2490,98.8880063542494,105,103,103,0.0,0.0,-0.00048632009740776164,-0.00013000893913717764
0.97,2.0,2453,97.41858617950754,105,102,102,0.0,0.0,-0.005292434255621006,0.0009149559335121728
0.96,2.0,2453,97.41858617950754,105,102,102,0.0,0.0,-0.005292434255621006,0.0009149559335121728
0.95,2.0,2453,97.41858617950754,105,102,102,0.0,0.0,-0.005292434255621006,0.0009149559335121728
0.94,2.0,2453,97.41858617950754,105,102,102,0.0,0.0,-0.005292434255621006,0.0009149559335121728
0.9299999999999999,2.0,2453,97.41858617950754,105,102,102,0.0,0.0,-0.005292434255621006,0.0009149559335121728
0.92,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.91,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.9,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.89,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.88,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.87,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.86,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.85,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.84,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.83,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.8200000000000001,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
0.81,1.0,2320,92.13661636219221,105,94,94,0.0,0.0,-0.010514317747598917,0.0006303833638073964
